0.44277	5054
0.28627	5054
0.39053	5054
0.37349	5054
0.49562	5054
0.37023	5054
0.47903	5054
0.37566	5054
0.39916	5054
0.38025	5054
0.28389	5054
0.37496	5054
0.25433	5054
0.36988	5054
0.28518	5054
0.33595	5054
0.25253	5054
0.29065	5054
0.25704	5054
0.36301	5054
0.29976	5054
0.42145	5054
0.24678	5054
0.37131	5054
0.28927	5054
0.33698	5054
0.37843	5054
0.25177	5054
0.30544	5054
0.33056	5054
0.2871	5054
0.25449	5054
0.30365	5054
0.25486	5054
0.29794	5054
0.27658	5054
0.27126	5054
0.25305	5054
0.3174	5054
0.27257	5054
0.3653	5054
0.24999	5054
0.27248	5054
0.25631	5054
0.31188	5054
0.32649	5054
0.25517	5054
0.29673	5054
0.27202	5054
0.29812	5054
0.26178	5054
0.27202	5054
0.27551	5054
0.31193	5054
0.28436	5054
0.30816	5054
0.29645	5054
0.30514	5054
0.2989	5054
0.30696	5054
0.27322	5054
0.25255	5054
0.29881	5054
0.29115	5054
0.26455	5054
0.29183	5054
0.27388	5054
0.27792	5054
0.28642	5054
0.32238	5054
0.30924	5054
0.27421	5054
0.26244	5054
0.31021	5054
0.31709	5054
0.28887	5054
0.27163	5054
0.26592	5054
0.2933	5054
0.29507	5054
0.28017	5054
0.26626	5054
0.29377	5054
0.26935	5054
0.26914	5054
0.26233	5054
0.29751	5054
0.29913	5054
0.2975	5054
0.29238	5054
0.25894	5054
0.26666	5054
0.29573	5054
0.27993	5054
0.28638	5054
0.2785	5054
0.25293	5054
0.2764	5054
0.27574	5054
0.27656	5054
0.29766	5054
